"year","experiment","source","rep","date","time","location","habitat","taxa","species","initials","doi"
2021,"bioblitz","full",11,2021-10-12,13:57:00,"Robert Gray Road Patterson Tract 44.046411, -79.308468","tree","Invertebrate","Vespula vulgaris","SI",NA
2021,"bioblitz","full",12,2021-10-12,14:05:00,"Robert Gray Road Patterson Tract 44.046411, -79.308468","bush","Invertebrate","Danaus plexippus","SI",NA
2021,"bioblitz","full",1,2021-10-01,17:16:00,"Clover Bloom Parkette, Brampton ON","woodlot","Invertebrate","Aporrectodea caliginosa","SK","10.6084/m9.figshare.16807909"
2021,"bioblitz","full",2,2021-10-01,17:22:00,"Clover Bloom Parkette, Brampton ON","woodlot","Invertebrate","Formica subsericea","SK","10.6084/m9.figshare.16807909"
2021,"bioblitz","full",3,2021-10-01,17:37:00,"Clover Bloom Parkette, Brampton ON","woodlot","Invertebrate","Maladera formosae","SK","10.6084/m9.figshare.16807909"
2021,"bioblitz","full",4,2021-10-01,17:55:00,"Clover Bloom Parkette, Brampton ON","woodlot","Invertebrate","Tetramorium immigrans","SK","10.6084/m9.figshare.16807909"
2021,"bioblitz","full",5,2021-10-01,17:58:00,"Clover Bloom Parkette, Brampton ON","water","Invertebrate","Araneus diadematus","SK","10.6084/m9.figshare.16807909"
2021,"bioblitz","full",6,2021-10-01,18:02:00,"Clover Bloom Parkette, Brampton ON","woodlot","Invertebrate","Lucilia sericata","SK","10.6084/m9.figshare.16807909"
2021,"bioblitz","full",7,2021-10-02,14:03:00,"Clover Bloom Parkette, Brampton ON","woodlot","Invertebrate","Pieris rapae","SK","10.6084/m9.figshare.16807909"
2021,"bioblitz","full",8,2021-10-02,14:07:00,"Clover Bloom Parkette, Brampton ON","woodlot","Vertebrate","Sciurus carolinensis","SK","10.6084/m9.figshare.16807909"
2021,"bioblitz","full",9,2021-10-02,14:09:00,"Clover Bloom Parkette, Brampton ON","grass","Invertebrate","Bombus impatiens","SK","10.6084/m9.figshare.16807909"
2021,"bioblitz","full",10,2021-10-02,14:14:00,"Clover Bloom Parkette, Brampton ON","woodlot","Invertebrate","Cepaea nemoralis","SK","10.6084/m9.figshare.16807909"
2021,"bioblitz","full",11,2021-10-02,14:17:00,"Clover Bloom Parkette, Brampton ON","water","Invertebrate","Lumbricus terrestris","SK","10.6084/m9.figshare.16807909"
2021,"bioblitz","full",12,2021-10-02,14:17:00,"Clover Bloom Parkette, Brampton ON","woodlot","Invertebrate","Pyrrhocoris apterus","SK","10.6084/m9.figshare.16807909"
2021,"bioblitz","full",13,2021-10-02,14:18:00,"Clover Bloom Parkette, Brampton ON","woodlot","Invertebrate","Melittia cucurbitae","SK","10.6084/m9.figshare.16807909"
2021,"bioblitz","full",14,2021-10-02,14:33:00,"Clover Bloom Parkette, Brampton ON","woodlot","Invertebrate","Paraclemensia acerifoliella","SK","10.6084/m9.figshare.16807909"
2021,"bioblitz","full",15,2021-10-02,14:39:00,"Clover Bloom Parkette, Brampton ON","woodlot","Invertebrate","Forficula auricularia","SK","10.6084/m9.figshare.16807909"
2021,"bioblitz","full",16,2021-10-02,14:55:00,"Clover Bloom Parkette, Brampton ON","grass","Vertebrate","Tamiasciurus hudsonicus","SK","10.6084/m9.figshare.16807909"
2021,"bioblitz","full",17,2022-10-02,14:57:00,"Clover Bloom Parkette, Brampton ON","water","Vertebrate","Sturnus vulgaris","SK","10.6084/m9.figshare.16807909"
2021,"bioblitz","full",1,0010-07-20,NA,"House Backyard","Woodland",NA,NA,"ZL",NA
2021,"bioblitz","full",2,0010-08-20,NA,"House Backyard","Woodland",NA,NA,"ZL",NA
2021,"bioblitz","full",3,0010-09-20,NA,"House Backyard","Woodland",NA,NA,"ZL",NA
2021,"bioblitz","full",4,0010-11-20,NA,"House Backyard","Woodland",NA,NA,"ZL",NA
2021,"bioblitz","full",5,0010-11-20,NA,"House Backyard","Woodland",NA,NA,"ZL",NA
2021,"bioblitz","full",6,0010-11-20,NA,"House Backyard","Woodland",NA,NA,"ZL",NA
2021,"bioblitz","full",7,0010-11-20,NA,"House Backyard","Woodland",NA,NA,"ZL",NA
2021,"bioblitz","full",8,0010-11-20,NA,"House Backyard","Woodland",NA,NA,"ZL",NA
2021,"bioblitz","full",9,0010-11-20,NA,"House Backyard","Woodland",NA,NA,"ZL",NA
2021,"bioblitz","full",10,0010-11-20,NA,"House Backyard","Woodland",NA,NA,"ZL",NA
2021,"bioblitz","full",11,0010-11-20,NA,"House Backyard","Woodland",NA,NA,"ZL",NA
2021,"bioblitz","full",12,0010-11-20,NA,"House Backyard","Woodland",NA,NA,"ZL",NA
2021,"bioblitz","full",13,0010-11-20,NA,"House Backyard","Woodland",NA,NA,"ZL",NA
2021,"bioblitz","full",14,0010-11-20,NA,"House Backyard","Woodland",NA,NA,"ZL",NA
2021,"bioblitz","full",15,0010-11-20,NA,"House Backyard","Woodland",NA,NA,"ZL",NA
2021,"bioblitz","full",16,0010-11-20,NA,"House Backyard","Woodland",NA,NA,"ZL",NA
2021,"bioblitz","full",17,0010-11-20,NA,"House Backyard","Woodland",NA,NA,"ZL",NA
2021,"bioblitz","full",18,0010-11-20,NA,"House Backyard","Woodland",NA,NA,"ZL",NA
2021,"bioblitz","full",19,0010-11-20,NA,"House Backyard","Woodland",NA,NA,"ZL",NA
2021,"bioblitz","full",20,0010-11-20,NA,"House Backyard","Woodland",NA,NA,"ZL",NA
2021,"bioblitz","full",21,0010-11-20,NA,"House Backyard","Woodland",NA,NA,"ZL",NA
2021,"bioblitz","full",22,0010-11-20,NA,"House Backyard","Woodland",NA,NA,"ZL",NA
2021,"bioblitz","full",23,0010-11-20,NA,"House Backyard","Woodland",NA,NA,"ZL",NA
2021,"bioblitz","full",24,0010-11-20,NA,"House Backyard","Woodland",NA,NA,"ZL",NA
2021,"bioblitz","full",25,0010-11-20,NA,"House Backyard","Woodland",NA,NA,"ZL",NA
2021,"bioblitz","full",26,0010-11-20,NA,"House Backyard","Woodland",NA,NA,"ZL",NA
2021,"bioblitz","full",27,0010-11-20,NA,"House Backyard","Woodland",NA,NA,"ZL",NA
2021,"bioblitz","full",28,0010-11-20,NA,"House Backyard","Woodland",NA,NA,"ZL",NA
2021,"bioblitz","full",29,0010-11-20,NA,"House Backyard","Woodland",NA,NA,"ZL",NA
2021,"bioblitz","full",30,0010-11-20,NA,"House Backyard","Woodland",NA,NA,"ZL",NA
2021,"bioblitz","full",31,0010-11-20,NA,"House Backyard","Woodland",NA,NA,"ZL",NA
2021,"bioblitz","full",32,0010-11-20,NA,"House Backyard","Woodland",NA,NA,"ZL",NA
2021,"bioblitz","full",33,0010-11-20,NA,"House Backyard","Woodland",NA,NA,"ZL",NA
2021,"bioblitz","full",34,0010-11-20,NA,"House Backyard","Woodland",NA,NA,"ZL",NA
2021,"bioblitz","full",35,0010-11-20,NA,"House Backyard","Woodland",NA,NA,"ZL",NA
2021,"bioblitz","full",36,0010-11-20,NA,"House Backyard","Woodland",NA,NA,"ZL",NA
2021,"bioblitz","full",37,0010-11-20,NA,"House Backyard","Woodland",NA,NA,"ZL",NA
2021,"bioblitz","full",38,0010-11-20,NA,"House Backyard","Woodland",NA,NA,"ZL",NA
2021,"bioblitz","full",39,0010-11-20,NA,"House Backyard","Woodland",NA,NA,"ZL",NA
2021,"bioblitz","full",40,0010-11-20,NA,"House Backyard","Woodland",NA,NA,"ZL",NA
2021,"bioblitz","full",41,0010-11-20,NA,"House Backyard","Woodland",NA,NA,"ZL",NA
2021,"bioblitz","full",42,0010-12-20,NA,"House Backyard","Woodland",NA,NA,"ZL",NA
