year,experiment,source,rep,date,time,location,habitat,taxa,species,initials
2020,bioblitz,full,90,10/14/2020,7:03,Woodward Woodlot,woodlot,vertebrate,Accipiter cooperii,JT
2020,bioblitz,full,90,10/14/2020,14:57,Frontyard,flying,vertebrate,Larinae ssp,MC
2020,bioblitz,full,91,10/14/2020,15:00,Frontyard,tree,vertebrate,Tamias striatus,MC
2020,bioblitz,full,91,10/14/2020,13:33,Woodward Woodlot,woodlot,vertebrate,Turdus migratorius,JT
2020,bioblitz,full,92,10/14/2020,15:05,Frontyard,flying,vertebrate,Larinae ssp,MC
2020,bioblitz,full,92,10/14/2020,13:37,Woodward Woodlot,woodlot,vertebrate,Sciurus carolinensis,JT
2020,bioblitz,full,93,10/14/2020,13:38,Woodward Woodlot,woodlot,vertebrate,Colaptes auratus,JT
2020,bioblitz,full,93,10/14/2020,15:09,Frontyard,flying,vertebrate,Corvus brachyrhynchos,MC
2020,bioblitz,full,94,10/14/2020,15:09,Frontyard,flying,vertebrate,Corvus brachyrhynchos,MC
2020,bioblitz,full,94,10/14/2020,13:42,Woodward Woodlot,woodlot,invertebrate,Tipulidae ssp,JT
2020,bioblitz,full,95,10/14/2020,15:10,Frontyard,tree,vertebrate,Melospiza melodia,MC
2020,bioblitz,full,95,10/14/2020,13:46,Woodward Woodlot,woodlot,vertebrate,Sciurus niger,JT
2020,bioblitz,full,96,10/14/2020,13:51,Woodward Woodlot,woodlot,invertebrate,Pieris virginiensis,JT
2020,bioblitz,full,96,10/14/2020,15:15,Frontyard,ground,vertebrate,Sciurus carolinensis,MC
2020,bioblitz,full,97,10/15/2020,14:03,Behind apartment building,tree,vertebrate,Corvus brachyrhynchos,MC
2020,bioblitz,full,97,10/14/2020,13:55,Woodward Woodlot,woodlot,vertebrate,Passer domesticus,JT
2020,bioblitz,full,98,10/15/2020,14:11,Behind apartment building,ground,invertebrate,Gastropoda ssp,MC
2020,bioblitz,full,98,10/14/2020,13:59,Woodward Woodlot,woodlot,vertebrate,Sciurus carolinensis,JT
2020,bioblitz,full,99,10/15/2020,14:11,Behind apartment building,ground,invertebrate,Gastropoda ssp,MC
2020,bioblitz,full,99,10/14/2020,14:01,Woodward Woodlot,woodlot,vertebrate,Turdus migratorius,JT
2020,bioblitz,full,100,10/15/2020,14:11,Behind apartment building,ground,invertebrate,Gastropoda ssp,MC
2020,bioblitz,full,100,10/14/2020,14:05,Woodward Woodlot,woodlot,invertebrate,Malacosoma americanum,JT
2020,bioblitz,full,101,10/15/2020,14:11,Behind apartment building,ground,invertebrate,Gastropoda ssp,MC
2020,bioblitz,full,101,10/14/2020,14:13,Woodward Woodlot,woodlot,invertebrate,Tipulidae ssp,JT
2020,bioblitz,pilot,101,9/23/2020,15:15,Deer Park,backyard,vertebrate,Sciurus carolinensis,AT
2020,bioblitz,full,102,10/15/2020,14:11,Behind apartment building,ground,invertebrate,Gastropoda ssp,MC
2020,bioblitz,full,102,10/14/2020,14:14,Woodward Woodlot,woodlot,vertebrate,Sciurus carolinensis,JT
2020,bioblitz,pilot,102,9/23/2020,15:15,Deer Park,backyard,invertebrate,Camponotus pennsylvanicus,AT
2020,bioblitz,full,103,10/15/2020,14:11,Behind apartment building,ground,invertebrate,Gastropoda ssp,MC
2020,bioblitz,full,103,10/14/2020,14:18,Woodward Woodlot,woodlot,vertebrate,Passer domesticus,JT
2020,bioblitz,pilot,103,9/23/2020,15:15,Deer Park,backyard,invertebrate,Tetramorium immigrans,AT
2020,bioblitz,full,104,10/14/2020,14:26,Woodward Woodlot,woodlot,invertebrate,Pieris virginiensis,JT
2020,bioblitz,full,104,10/15/2020,14:31,Behind apartment building,ground,vertebrate,Sciurus carolinensis,MC
2020,bioblitz,pilot,104,9/23/2020,15:15,Deer Park,backyard,invertebrate,Pisaurina mira,AT
2020,bioblitz,full,105,10/16/2020,15:23,Behind apartment building,balcony,vertebrate,Columba livia,MC
2020,bioblitz,full,105,10/14/2020,20:35,Woodward Woodlot,woodlot,vertebrate,Sylvilagus ssp,JT
2020,bioblitz,pilot,105,9/23/2020,15:15,Deer Park,backyard,invertebrate,Bryobia praetiosa,AT
2020,bioblitz,full,106,10/16/2020,15:23,Behind apartment building,balcony,vertebrate,Columba livia,MC
2020,bioblitz,full,106,10/14/2020,20:41,Woodward Woodlot,woodlot,invertebrate,Tipulidae ssp,JT
2020,bioblitz,full,107,10/14/2020,20:46,Woodward Woodlot,woodlot,invertebrate,Macaria ssp,JT
2020,bioblitz,full,107,10/16/2020,15:26,Behind apartment building,tree,vertebrate,Sciurus carolinensis,MC
2020,bioblitz,full,108,10/14/2020,20:55,Woodward Woodlot,woodlot,vertebrate,Chordeiles minor,JT
2020,bioblitz,full,108,10/16/2020,15:27,Behind apartment building,ground,invertebrate,Grylloidea ssp,MC
2020,bioblitz,full,109,10/14/2020,21:04,Woodward Woodlot,woodlot,invertebrate,Macaria ssp,JT
2020,bioblitz,full,109,10/16/2020,15:31,Behind apartment building,bush,vertebrate,Melospiza melodia,MC
2020,bioblitz,full,110,10/16/2020,15:31,Behind apartment building,bush,vertebrate,Melospiza melodia,MC
2020,bioblitz,full,110,10/14/2020,21:11,Woodward Woodlot,woodlot,vertebrate,Sylvilagus ssp,JT
2020,bioblitz,full,111,10/16/2020,15:31,Behind apartment building,bush,vertebrate,Melospiza melodia,MC
2020,bioblitz,full,111,10/14/2020,21:12,Woodward Woodlot,woodlot,invertebrate,Tipulidae ssp,JT
2020,bioblitz,full,112,10/16/2020,15:31,Behind apartment building,bush,vertebrate,Melospiza melodia,MC
2020,bioblitz,full,112,10/14/2020,21:27,Woodward Woodlot,woodlot,vertebrate,Mephitis mephitis,JT
2020,bioblitz,full,113,10/16/2020,15:35,Behind apartment building,flying,vertebrate,Agelaius phoeniceus,MC
2020,bioblitz,full,113,10/15/2020,6:31,Sprucedale Pond,water,vertebrate,Branta canadensis,JT
2020,bioblitz,full,114,10/15/2020,6:32,Sprucedale Pond,water,vertebrate,Anas platyrhynchos,JT
2020,bioblitz,full,114,10/16/2020,15:42,Behind apartment building,ground,vertebrate,Sciurus carolinensis,MC
2020,bioblitz,full,115,10/16/2020,15:45,Behind apartment building,ground,vertebrate,Sciurus carolinensis,MC
2020,bioblitz,full,115,10/15/2020,6:58,Sprucedale Pond,water,vertebrate,Sylvilagus ssp,JT
2020,bioblitz,full,116,10/16/2020,15:55,Behind apartment building,flying,vertebrate,Columba livia,MC
2020,bioblitz,full,116,10/15/2020,7:15,Sprucedale Pond,water,vertebrate,Passer domesticus,JT
2020,bioblitz,full,117,10/15/2020,13:30,Sprucedale Pond,water,vertebrate,Anas platyrhynchos,JT
2020,bioblitz,full,117,10/17/2020,15:50,Behind apartment building,ground,vertebrate,Sciurus carolinensis,MC
2020,bioblitz,full,118,10/15/2020,13:30,Sprucedale Pond,water,vertebrate,Branta canadensis,JT
2020,bioblitz,full,118,10/17/2020,15:53,Behind apartment building,bush,vertebrate,Melospiza melodia,MC
2020,bioblitz,full,119,10/17/2020,15:53,Behind apartment building,bush,vertebrate,Melospiza melodia,MC
2020,bioblitz,full,119,10/15/2020,13:38,Sprucedale Pond,water,invertebrate,Sympetrum ssp,JT
2020,bioblitz,full,120,10/15/2020,13:42,Sprucedale Pond,water,invertebrate,Apis mellifera,JT
2020,bioblitz,full,120,10/17/2020,15:53,Behind apartment building,bush,vertebrate,Melospiza melodia,MC
2020,bioblitz,full,121,10/15/2020,13:51,Sprucedale Pond,water,invertebrate,Pieris virginiensis,JT
2020,bioblitz,full,121,10/17/2020,16:00,Behind apartment building,tree,vertebrate,Sciurus carolinensis,MC
2020,bioblitz,full,122,10/17/2020,16:05,Behind apartment building,ground,vertebrate,Sciurus carolinensis,MC
2020,bioblitz,full,122,10/15/2020,14:06,Sprucedale Pond,water,invertebrate,Tipulidae ssp,JT
2020,bioblitz,full,123,10/17/2020,16:11,Behind apartment building,tree,vertebrate,Agelaius phoeniceus,MC
2020,bioblitz,full,123,10/15/2020,14:13,Sprucedale Pond,water,invertebrate,Apis mellifera,JT
2020,bioblitz,full,124,10/15/2020,20:32,Sprucedale Pond,water,vertebrate,Anas platyrhynchos,JT
2020,bioblitz,full,124,10/17/2020,16:14,Behind apartment building,ground,invertebrate,Grylloidea ssp,MC
2020,bioblitz,full,125,10/15/2020,20:33,Sprucedale Pond,water,vertebrate,Branta canadensis,JT
2020,bioblitz,full,125,10/17/2020,16:21,Behind apartment building,ground,vertebrate,Sciurus carolinensis,MC
2020,bioblitz,full,126,10/17/2020,16:25,Behind apartment building,balcony,vertebrate,Columba livia,MC
2020,bioblitz,full,126,10/15/2020,20:41,Sprucedale Pond,water,vertebrate,Lithobates sylvaticus,JT
2020,bioblitz,full,127,10/17/2020,16:30,Behind apartment building,flying,vertebrate,Corvus brachyrhynchos,MC
2020,bioblitz,full,127,10/15/2020,21:00,Sprucedale Pond,water,invertebrate,Tipulidae ssp,JT
2020,bioblitz,full,128,10/17/2020,16:33,Behind apartment building,power line,vertebrate,Corvus brachyrhynchos,MC
2020,bioblitz,full,128,10/15/2020,21:19,Sprucedale Pond,water,vertebrate,Lithobates sylvaticus,JT
2020,bioblitz,full,129,10/17/2020,16:47,Behind apartment building,ground,vertebrate,Melospiza melodia,MC
2020,bioblitz,full,129,10/16/2020,6:32,Dempsey Park,woodlot,vertebrate,Sciurus niger,JT
2020,bioblitz,full,130,10/16/2020,6:38,Dempsey Park,woodlot,invertebrate,Macaria ssp,JT
2020,bioblitz,full,130,10/17/2020,16:47,Behind apartment building,ground,vertebrate,Melospiza melodia,MC
2020,bioblitz,full,131,10/17/2020,16:47,Behind apartment building,ground,vertebrate,Melospiza melodia,MC
2020,bioblitz,full,131,10/16/2020,6:45,Dempsey Park,woodlot,vertebrate,Turdus migratorius,JT
2020,bioblitz,full,132,10/17/2020,16:47,Behind apartment building,ground,vertebrate,Melospiza melodia,MC
2020,bioblitz,full,132,10/16/2020,6:51,Dempsey Park,woodlot,vertebrate,Sciurus carolinensis,JT
2020,bioblitz,full,133,10/18/2020,15:00,Behind apartment building,ground,vertebrate,Sciurus carolinensis,MC
2020,bioblitz,full,133,10/16/2020,7:02,Dempsey Park,woodlot,vertebrate,Sylvilagus ssp,JT
2020,bioblitz,full,134,10/16/2020,7:12,Dempsey Park,woodlot,vertebrate,Passer domesticus,JT
2020,bioblitz,full,134,10/18/2020,15:07,Behind apartment building,ground,vertebrate,Sciurus carolinensis,MC
2020,bioblitz,full,135,10/18/2020,15:11,Behind apartment building,ground,invertebrate,Gastropoda ssp,MC
2020,bioblitz,full,135,10/16/2020,7:24,Dempsey Park,woodlot,vertebrate,Sciurus carolinensis,JT
2020,bioblitz,full,136,10/18/2020,15:11,Behind apartment building,ground,invertebrate,Gastropoda ssp,MC
2020,bioblitz,full,136,10/16/2020,13:30,Dempsey Park,woodlot,invertebrate,Pieris virginiensis,JT
2020,bioblitz,full,137,10/16/2020,13:34,Dempsey Park,woodlot,vertebrate,Cyanocitta cristata,JT
2020,bioblitz,full,137,10/18/2020,15:15,Behind apartment building,tree,vertebrate,Sciurus carolinensis,MC
2020,bioblitz,full,138,10/18/2020,15:22,Behind apartment building,balcony,vertebrate,Columba livia,MC
2020,bioblitz,full,138,10/16/2020,13:41,Dempsey Park,woodlot,vertebrate,Corvus brachyrhynchos,JT
2020,bioblitz,full,139,10/18/2020,15:22,Behind apartment building,balcony,vertebrate,Columba livia,MC
2020,bioblitz,full,139,10/16/2020,13:45,Dempsey Park,woodlot,vertebrate,Sciurus carolinensis,JT
2020,bioblitz,full,140,10/18/2020,15:22,Behind apartment building,flying,vertebrate,Columba livia,MC
2020,bioblitz,full,140,10/16/2020,13:52,Dempsey Park,woodlot,invertebrate,Malacosoma americanum,JT
2020,bioblitz,full,141,10/18/2020,15:31,Behind apartment building,bush,vertebrate,Melospiza melodia,MC
2020,bioblitz,full,141,10/16/2020,13:03,Dempsey Park,woodlot,vertebrate,Turdus migratorius,JT
2020,bioblitz,full,142,10/18/2020,15:31,Behind apartment building,bush,vertebrate,Melospiza melodia,MC
2020,bioblitz,full,142,10/16/2020,13:09,Dempsey Park,woodlot,vertebrate,Sciurus carolinensis,JT
2020,bioblitz,full,143,10/18/2020,15:31,Behind apartment building,bush,vertebrate,Melospiza melodia,MC
2020,bioblitz,full,143,10/16/2020,13:17,Dempsey Park,woodlot,vertebrate,Spinus tristis,JT
2020,bioblitz,full,144,10/16/2020,13:21,Dempsey Park,woodlot,vertebrate,Cyanocitta cristata,JT
2020,bioblitz,full,144,10/18/2020,15:31,Behind apartment building,bush,vertebrate,Melospiza melodia,MC
2020,bioblitz,full,145,10/18/2020,15:31,Behind apartment building,bush,vertebrate,Melospiza melodia,MC
2020,bioblitz,full,145,10/16/2020,13:28,Dempsey Park,woodlot,vertebrate,Sciurus niger,JT
2020,bioblitz,full,146,10/18/2020,15:40,Behind apartment building,ground,vertebrate,Sciurus carolinensis,MC
2020,bioblitz,full,146,10/16/2020,20:33,Dempsey Park,woodlot,vertebrate,Sylvilagus ssp,JT
2020,bioblitz,full,147,10/16/2020,20:39,Dempsey Park,woodlot,vertebrate,Mephitis mephitis,JT
2020,bioblitz,full,148,10/16/2020,20:44,Dempsey Park,woodlot,vertebrate,Lithobates sylvaticus,JT
2020,bioblitz,full,149,10/16/2020,20:51,Dempsey Park,woodlot,invertebrate,Macaria ssp,JT
2020,bioblitz,full,150,10/16/2020,21:01,Dempsey Park,woodlot,vertebrate,Procyon lotor,JT
2020,bioblitz,full,151,10/16/2020,21:08,Dempsey Park,woodlot,vertebrate,Sylvilagus ssp,JT
2020,bioblitz,full,152,10/16/2020,21:14,Dempsey Park,woodlot,invertebrate,Culicidae ssp,JT
2020,bioblitz,full,153,10/16/2020,21:26,Dempsey Park,woodlot,invertebrate,Macaria ssp,JT
2020,bioblitz,full,154,10/18/2020,6:35,Woodward Woodlot,woodlot,invertebrate,Araneae ssp,JT
2020,bioblitz,full,155,10/18/2020,6:39,Woodward Woodlot,woodlot,vertebrate,Passer domesticus,JT
2020,bioblitz,full,156,10/18/2020,6:44,Woodward Woodlot,woodlot,vertebrate,Turdus migratorius,JT
2020,bioblitz,full,157,10/18/2020,6:48,Woodward Woodlot,woodlot,vertebrate,Sciurus carolinensis,JT
2020,bioblitz,full,158,10/18/2020,6:57,Woodward Woodlot,woodlot,invertebrate,Pieris virginiensis,JT
2020,bioblitz,full,159,10/18/2020,7:06,Woodward Woodlot,woodlot,vertebrate,Sciurus niger,JT
2020,bioblitz,full,160,10/18/2020,7:10,Woodward Woodlot,woodlot,vertebrate,Corvus brachyrhynchos,JT
2020,bioblitz,full,161,10/18/2020,7:15,Woodward Woodlot,woodlot,invertebrate,Tipulidae ssp,JT
2020,bioblitz,full,162,10/18/2020,7:22,Woodward Woodlot,woodlot,vertebrate,Sylvilagus ssp,JT
2020,bioblitz,full,163,10/18/2020,7:25,Woodward Woodlot,woodlot,invertebrate,Oniscidea ssp,JT
2020,bioblitz,full,164,10/18/2020,7:31,Woodward Woodlot,woodlot,vertebrate,Accipiter cooperii,JT
2020,bioblitz,full,165,10/18/2020,13:33,Woodward Woodlot,woodlot,vertebrate,Turdus migratorius,JT
2020,bioblitz,full,166,10/18/2020,13:37,Woodward Woodlot,woodlot,vertebrate,Sciurus carolinensis,JT
2020,bioblitz,full,167,10/18/2020,13:38,Woodward Woodlot,woodlot,vertebrate,Colaptes auratus,JT
2020,bioblitz,full,168,10/18/2020,13:42,Woodward Woodlot,woodlot,invertebrate,Tipulidae ssp,JT
2020,bioblitz,full,169,10/18/2020,13:46,Woodward Woodlot,woodlot,vertebrate,Sciurus niger,JT
2020,bioblitz,full,170,10/18/2020,13:50,Woodward Woodlot,woodlot,invertebrate,Pieris virginiensis,JT
2020,bioblitz,full,171,10/18/2020,13:54,Woodward Woodlot,woodlot,vertebrate,Passer domesticus,JT
2020,bioblitz,full,172,10/18/2020,13:59,Woodward Woodlot,woodlot,vertebrate,Sciurus carolinensis,JT
2020,bioblitz,full,173,10/18/2020,14:01,Woodward Woodlot,woodlot,vertebrate,Turdus migratorius,JT
2020,bioblitz,full,174,10/18/2020,14:05,Woodward Woodlot,woodlot,invertebrate,Malacosoma americanum,JT
2020,bioblitz,full,175,10/18/2020,14:12,Woodward Woodlot,woodlot,invertebrate,Tipulidae ssp,JT
2020,bioblitz,full,176,10/18/2020,14:18,Woodward Woodlot,woodlot,vertebrate,Passer domesticus,JT
2020,bioblitz,full,177,10/18/2020,14:23,Woodward Woodlot,woodlot,invertebrate,Pieris virginiensis,JT
2020,bioblitz,full,178,10/18/2020,20:37,Woodward Woodlot,woodlot,invertebrate,Macaria ssp,JT
2020,bioblitz,full,179,10/18/2020,20:42,Woodward Woodlot,woodlot,invertebrate,Tipulidae ssp,JT
2020,bioblitz,full,180,10/18/2020,20:46,Woodward Woodlot,woodlot,vertebrate,Sylvilagus ssp,JT
2020,bioblitz,full,181,10/18/2020,20:54,Woodward Woodlot,woodlot,vertebrate,Chordeiles minor,JT
2020,bioblitz,full,182,10/18/2020,21:02,Woodward Woodlot,woodlot,invertebrate,Macaria ssp,JT
2020,bioblitz,full,183,10/18/2020,21:08,Woodward Woodlot,woodlot,vertebrate,Sylvilagus ssp,JT
2020,bioblitz,full,184,10/18/2020,21:10,Woodward Woodlot,woodlot,invertebrate,Tipulidae ssp,JT
2020,bioblitz,full,185,10/18/2020,21:26,Woodward Woodlot,woodlot,vertebrate,Mephitis mephitis,JT
2020,bioblitz,full,186,10/19/2020,6:33,Sprucedale Pond,water,vertebrate,Anas platyrhynchos,JT
2020,bioblitz,full,187,10/19/2020,6:33,Sprucedale Pond,water,vertebrate,Branta canadensis,JT
2020,bioblitz,full,188,10/19/2020,6:49,Sprucedale Pond,water,vertebrate,Lithobates sylvaticus,JT
2020,bioblitz,full,189,10/19/2020,7:04,Sprucedale Pond,water,vertebrate,Thamnophis sirtalis,JT
2020,bioblitz,full,190,10/19/2020,7:27,Sprucedale Pond,water,vertebrate,Passer domesticus,JT
2020,bioblitz,full,191,10/19/2020,13:32,Sprucedale Pond,water,vertebrate,Anas platyrhynchos,JT
2020,bioblitz,full,192,10/19/2020,13:32,Sprucedale Pond,water,vertebrate,Branta canadensis,JT
2020,bioblitz,full,193,10/19/2020,13:39,Sprucedale Pond,water,invertebrate,Apis mellifera,JT
2020,bioblitz,full,194,10/19/2020,13:45,Sprucedale Pond,water,invertebrate,Sympetrum ssp,JT
2020,bioblitz,full,195,10/19/2020,13:53,Sprucedale Pond,water,invertebrate,Pieris virginiensis,JT
2020,bioblitz,full,196,10/19/2020,14:08,Sprucedale Pond,water,invertebrate,Tipulidae ssp,JT
2020,bioblitz,full,197,10/19/2020,14:11,Sprucedale Pond,water,invertebrate,Sympetrum ssp,JT
2020,bioblitz,full,198,10/19/2020,14:26,Sprucedale Pond,water,vertebrate,Falco sparverius,JT
2020,bioblitz,full,199,10/19/2020,20:31,Sprucedale Pond,water,vertebrate,Anas platyrhynchos,JT
2020,bioblitz,full,200,10/19/2020,20:32,Sprucedale Pond,water,vertebrate,Branta canadensis,JT
2020,bioblitz,full,201,10/19/2020,20:44,Sprucedale Pond,water,vertebrate,Lithobates sylvaticus,JT
2020,bioblitz,pilot,201,9/25/2020,15:00,Deer Park,backyard,vertebrate,Sciurus carolinensis,AT
2020,bioblitz,full,202,10/19/2020,21:01,Sprucedale Pond,water,invertebrate,Tipulidae ssp,JT
2020,bioblitz,pilot,202,9/25/2020,15:00,Deer Park,backyard,invertebrate,Camponotus pennsylvanicus,AT
2020,bioblitz,full,203,10/19/2020,21:22,Sprucedale Pond,water,vertebrate,Lithobates sylvaticus,JT
2020,bioblitz,pilot,203,9/25/2020,15:00,Deer Park,backyard,invertebrate,Tetramorium immigrans,AT
2020,bioblitz,full,204,10/20/2020,6:34,Dempsey Park,woodlot,vertebrate,Sciurus niger,JT
2020,bioblitz,pilot,204,9/25/2020,15:00,Deer Park,backyard,invertebrate,Acalymma vittatum,AT
2020,bioblitz,full,205,10/20/2020,6:46,Dempsey Park,woodlot,vertebrate,Sciurus carolinensis,JT
2020,bioblitz,pilot,205,9/25/2020,15:00,Deer Park,backyard,invertebrate,Pisaurina mira,AT
2020,bioblitz,full,206,10/20/2020,6:53,Dempsey Park,woodlot,vertebrate,Turdus migratorius,JT
2020,bioblitz,pilot,206,9/25/2020,15:00,Deer Park,backyard,invertebrate,Contacyphon ssp,AT
2020,bioblitz,full,207,10/20/2020,7:05,Dempsey Park,woodlot,vertebrate,Sylvilagus ssp,JT
2020,bioblitz,pilot,207,9/25/2020,15:00,Deer Park,backyard,invertebrate,Melanophora roralis,AT
2020,bioblitz,full,208,10/20/2020,7:12,Dempsey Park,woodlot,vertebrate,Passer domesticus,JT
2020,bioblitz,full,209,10/20/2020,7:27,Dempsey Park,woodlot,vertebrate,Sciurus carolinensis,JT
2020,bioblitz,full,210,10/20/2020,13:35,Dempsey Park,woodlot,vertebrate,Sciurus niger,JT
2020,bioblitz,full,211,10/20/2020,13:38,Dempsey Park,woodlot,vertebrate,Cyanocitta cristata,JT
2020,bioblitz,full,212,10/20/2020,13:43,Dempsey Park,woodlot,vertebrate,Sciurus carolinensis,JT
2020,bioblitz,full,213,10/20/2020,13:49,Dempsey Park,woodlot,vertebrate,Corvus brachyrhynchos,JT
2020,bioblitz,full,214,10/20/2020,13:52,Dempsey Park,woodlot,vertebrate,Spinus tristis,JT
2020,bioblitz,full,215,10/20/2020,13:05,Dempsey Park,woodlot,vertebrate,Turdus migratorius,JT
2020,bioblitz,full,216,10/20/2020,13:11,Dempsey Park,woodlot,vertebrate,Sciurus carolinensis,JT
2020,bioblitz,full,217,10/20/2020,13:20,Dempsey Park,woodlot,invertebrate,Malacosoma americanum,JT
2020,bioblitz,full,218,10/20/2020,13:29,Dempsey Park,woodlot,invertebrate,Pieris virginiensis,JT
2020,bioblitz,full,219,10/20/2020,20:36,Dempsey Park,woodlot,vertebrate,Sylvilagus ssp,JT
2020,bioblitz,full,220,10/20/2020,20:42,Dempsey Park,woodlot,invertebrate,Culicidae ssp,JT
2020,bioblitz,full,221,10/20/2020,20:50,Dempsey Park,woodlot,vertebrate,Procyon lotor,JT
2020,bioblitz,full,222,10/20/2020,21:03,Dempsey Park,woodlot,vertebrate,Lithobates sylvaticus,JT
2020,bioblitz,full,223,10/20/2020,21:11,Dempsey Park,woodlot,invertebrate,Macaria ssp,JT
2020,bioblitz,full,224,10/20/2020,21:19,Dempsey Park,woodlot,invertebrate,Culicidae ssp,JT
2020,bioblitz,full,225,10/20/2020,21:27,Dempsey Park,woodlot,vertebrate,Mephitis mephitis,JT
2020,bioblitz,pilot,301,9/26/2020,13:30,Crothers Woods,forest,vertebrate,Sciurus carolinensis,AT
2020,bioblitz,pilot,302,9/26/2020,13:30,Crothers Woods,forest,Cepaea hortensis,Cepaea hortensis,AT
2020,bioblitz,pilot,303,9/26/2020,13:30,Crothers Woods,forest,invertebrate,Bradysia ssp,AT
2020,bioblitz,pilot,304,9/26/2020,13:30,Crothers Woods,forest,Cepaea hortensis,Bryobia praetiosa,AT
2020,bioblitz,pilot,305,9/26/2020,13:30,Crothers Woods,forest,vertebrate,Anas platyrhynchos,AT
2020,bioblitz,pilot,306,9/26/2020,13:30,Crothers Woods,forest,invertebrate,Tetramorium immigrans,AT
